lid,graphie,cat,Annotations ontologiques
l64906,Puma,Nm,Animal;Communication;Person
l64959,Puttelange-lès-Thionville,Npx,Institution
l65100,Pythagore,Npx,Person
l65106,Pâquerette,Npf,Person
l65108,Pâques,Npx,Act;Time
l65112,Père,Nm,Person
l65149,Pégairolles-de-Buèges,Npx,Institution
l65150,Pégairolles-de-l'Escalette,Npx,Institution
l65163,Pélasges,Npx,GroupxPerson
l65262,Péronville,Npx,Institution
l65263,Péronvillois,Nm,Person
l65264,Péronvilloise,Nf,Person
l65276,Péroy-les-Gombries,Npx,Institution
l65349,Pézènes-les-Mines,Npx,Institution
l65404,Quarré-les-Tombes,Npx,Institution
l65485,Querquevillais,Nm,Person
l65486,Querquevillaise,Nf,Person
l65487,Querqueville,Npx,Institution
l65543,Quettevillais,Nm,Person
l65544,Quettevillaise,Nf,Person
l65545,Quetteville,Npx,Institution
l65546,Quettrevillais,Nm,Person
l65547,Quettrevillaise,Nf,Person
l65548,Quettreville,Npx,Institution
l65558,Quevauvillers,Npx,Institution
l65559,Quevauvillois,Nm,Person
l65560,Quevauvilloise,Nf,Person
l65563,Quevillais,Nm,Person
l65564,Quevillaise,Nf,Person
l65574,Queyssac-les-Vignes,Npx,Institution
l65582,Quibervillais,Nm,Person
l65583,Quibervillaise,Nf,Person
l65584,Quiberville,Npx,Institution
l65640,Quincy-sous-Sénart,Npx,Institution
l65691,Quinéville,Npx,Institution
l65708,Quièvrecourtais,Nm,Person
l65709,Quièvrecourtaise,Nf,Person
l65752,Quévrevillais,Nm,Person
l65753,Quévrevillaise,Nf,Person
l65771,RAID,Nm,Act
l65791,REX,Nm,Animal
l65798,RI,Nm,Institution
l65845,Rabat-les-Trois-Seigneurs,Npx,Institution
l65869,Rachecourtois,Nm,Person
l65870,Rachecourtoise,Nf,Person
l65913,Radonvillois,Nm,Person
l65914,Radonvilloise,Nf,Person
l65954,Raillencourtois,Nm,Person
l65955,Raillencourtoise,Nf,Person
l65957,Raillicourtois,Nm,Person
l65958,Raillicourtoise,Nf,Person
l65960,Raimbeaucourt,Npx,Institution
l65961,Raimbeaucourtois,Nm,Person
l65962,Raimbeaucourtoise,Nf,Person
l65963,Raina,Npf,Person
l65967,Raincourt,Npx,Institution
l65968,Raincourtois,Nm,Person
l65969,Raincourtoise,Nf,Person
l65972,Rainfreville,Npx,Institution
l65973,Rainneville,Npx,Institution
l65978,Rainville,Npx,Institution
l65979,Rainvillers,Npx,Institution
l65980,Rainvillois,Nm,Person
l65981,Rainvilloise,Nf,Person
l66015,Rambervillers,Npx,Institution
l66025,Rambucourtois,Nm,Person
l66026,Rambucourtoise,Nf,Person
l66034,Ramecourtois,Nm,Person
l66035,Ramecourtoise,Nf,Person
l66048,Ramicourtois,Nm,Person
l66049,Ramicourtoise,Nf,Person
l66068,Ramonvillois,Nm,Person
l66069,Ramonvilloise,Nf,Person
l66112,Rancourtois,Nm,Person
l66113,Rancourtoise,Nf,Person
l66128,Rang,Npx,Cognition;GroupxPerson;Group
l66133,Rangecourtois,Nm,Person
l66134,Rangecourtoise,Nf,Person
l66173,Ranvillais,Nm,Person
l66174,Ranvillaise,Nf,Person
l66175,Ranville,Npx,Institution
l66177,Ranvillois,Nm,Person
l66178,Ranvilloise,Nf,Person
l66204,Rarécourtois,Nm,Person
l66205,Rarécourtoise,Nf,Person
l66235,Raucourtois,Nm,Person
l66236,Raucourtoise,Nf,Person
l66240,Rauvillais,Nm,Person
l66241,Rauvillaise,Nf,Person
l66262,Ravenovillais,Nm,Person
l66263,Ravenovillaise,Nf,Person
l66264,Ravenoville,Npx,Institution
l66328,Rebeuville,Npx,Institution
l66329,Rebeuvillois,Nm,Person
l66330,Rebeuvilloise,Nf,Person
l66364,Recoules-Prévinquières,Npx,Institution
l66365,Recoules-d'Aubrac,Npx,Institution
l66366,Recoules-de-Fumas,Npx,Institution
l66417,Regnauville,Npx,Institution
l66418,Regnauvillois,Nm,Person
l66419,Regnauvilloise,Nf,Person
l66427,Regnévillais,Nm,Person
l66428,Regnévillaise,Nf,Person
l66436,Rehaincourt,Npx,Institution
l66437,Rehaincourtois,Nm,Person
l66438,Rehaincourtoise,Nf,Person
l66440,Rehainvillois,Nm,Person
l66441,Rehainvilloise,Nf,Person
l66519,Remaucourt,Npx,Institution
l66520,Remaucourtois,Nm,Person
l66521,Remaucourtoise,Nf,Person
l66528,Remauville,Npx,Institution
l66529,Remauvillois,Nm,Person
l66530,Remauvilloise,Nf,Person
l66533,Remenoville,Npx,Institution
l66536,Remiencourtois,Nm,Person
l66537,Remiencourtoise,Nf,Person
l66547,Remoiville,Npx,Institution
l66552,Remoncourtois,Nm,Person
l66553,Remoncourtoise,Nf,Person
l66562,Removille,Npx,Institution
l66563,Removillois,Nm,Person
l66564,Removilloise,Nf,Person
l66633,Rennes-le-Château,Npx,Institution
l66634,Rennes-les-Bains,Npx,Institution
l66636,Renneville,Npx,Institution
l66637,Rennevillois,Nm,Person
l66638,Rennevilloise,Nf,Person
l66766,Reuvillais,Nm,Person
l66767,Reuvillaise,Nf,Person
l66768,Reuville,Npx,Institution
l66787,Revest-les-Roches,Npx,Institution
l66843,Rezonville,Npx,Institution
l66844,Rezonvillois,Nm,Person
l66845,Rezonvilloise,Nf,Person
l66904,Riaucourt,Npx,Institution
l66905,Riaucourtois,Nm,Person
l66906,Riaucourtoise,Nf,Person
l66921,Ribaute-les-Tavernes,Npx,Institution
l66924,Ribeaucourt,Npx,Institution
l66925,Ribeaucourtois,Nm,Person
l66926,Ribeaucourtoise,Nf,Person
l66927,Ribeauvillois,Nm,Person
l66928,Ribeauvilloise,Nf,Person
l66959,Ribécourtois,Nm,Person
l66960,Ribécourtoise,Nf,Person
l66966,Ricain,Nm,Communication;Person
l66970,Ricarvillais,Nm,Person
l66971,Ricarvillaise,Nf,Person
l66972,Ricarville,Npx,Institution
l66991,Richarville,Npx,Institution
l66992,Richarvillois,Nm,Person
l66993,Richarvilloise,Nf,Person
l67015,Richeville,Npx,Institution
l67016,Richevillois,Nm,Person
l67017,Richevilloise,Nf,Person
l67049,Riel-les-Eaux,Npx,Institution
l67056,Riencourtois,Nm,Person
l67057,Riencourtoise,Nf,Person
l67157,Rimaucourt,Npx,Institution
l67158,Rimaucourtois,Nm,Person
l67159,Rimaucourtoise,Nf,Person
l67294,Riverain,Nm,Person
l67307,Rivillais,Nm,Person
l67308,Rivillaise,Nf,Person
l67309,Riville,Npx,Institution
l67325,Rivière-les-Fosses,Npx,Institution
l67356,Rizaucourtois,Nm,Person
l67357,Rizaucourtoise,Nf,Person
l67401,Robertsonville,Npx,Institution
l67402,Robertsonvillois,Nm,Person
l67403,Robertville,Npx,Institution
l67457,Roche-et-Raucourt,Npx,Institution
l67462,Rochebaucourt,Npx,Institution
l67463,Rochebaucourtois,Nm,Person
l67547,Rochevillais,Nm,Person
l67548,Rochevillaise,Nf,Person
l67549,Rocheville,Npx,Institution
l67558,Rochonvillers,Npx,Institution
l67559,Rochonvillois,Nm,Person
l67560,Rochonvilloise,Nf,Person
l67561,Rochvillois,Nm,Person
l67573,Roclincourtois,Nm,Person
l67574,Roclincourtoise,Nf,Person
l67582,Rocourtois,Nm,Person
l67583,Rocourtoise,Nf,Person
l67589,Rocquancourtois,Nm,Person
l67590,Rocquancourtoise,Nf,Person
l67598,Rocquencourtois,Nm,Person
l67599,Rocquencourtoise,Nf,Person
l67651,Rogervillais,Nm,Person
l67652,Rogervillaise,Nf,Person
l67653,Rogerville,Npx,Institution
l67680,Rogny-les-Sept-Ecluses,Npx,Institution
l67713,Roinville,Npx,Institution
l67714,Roinville-sous-Auneau,Npx,Institution
l67718,Roinvillois,Nm,Person
l67719,Roinvilloise,Nf,Person
l67730,Roiville,Npx,Institution
l67741,Rollainville,Npx,Institution
l67743,Rollancourtois,Nm,Person
l67744,Rollancourtoise,Nf,Person
l67752,Rollevillais,Nm,Person
l67753,Rollevillaise,Nf,Person
l67754,Rolleville,Npx,Institution
l67782,Romainville,Npx,Institution
l67785,Romainvillois,Nm,Person
l67786,Romainvilloise,Nf,Person
l67891,Roncherolles-en-Bray,Npx,Institution
l67892,Roncherolles-sur-le-Vivier,Npx,Institution
l67904,Roncourtois,Nm,Person
l67905,Roncourtoise,Nf,Person
l67995,Roquefort-les-Cascades,Npx,Institution
l67996,Roquefort-les-Pins,Npx,Institution
l68075,Rose,Npf,Person
l68098,Rosette,Npf,Person
l68110,Rosine,Npf,Person
l68127,Rosny-sous-Bois,Npx,Institution
l68234,Roucourtois,Nm,Person
l68235,Roucourtoise,Nf,Person
l68282,Rougemont-le-Château,Npx,Institution
l68412,Rousset-les-Vignes,Npx,Institution
l68464,Rouvillais,Nm,Person
l68465,Rouvillaise,Nf,Person
l68466,Rouville,Npx,Institution
l68467,Rouvillers,Npx,Institution
l68468,Rouvillois,Nm,Person
l68469,Rouvilloise,Nf,Person
l68491,Rouvres-les-Bois,Npx,Institution
l68496,Rouvroy-les-Merles,Npx,Institution
l68504,Rouxevillais,Nm,Person
l68505,Rouxevillaise,Nf,Person
l68506,Rouxeville,Npx,Institution
l68507,Rouxinvillois,Nm,Person
l68508,Rouxinvilloise,Nf,Person
l68531,Rouécourtois,Nm,Person
l68532,Rouécourtoise,Nf,Person
l68571,Royaucourtois,Nm,Person
l68572,Royaucourtoise,Nf,Person
l68587,Royvillais,Nm,Person
l68588,Royvillaise,Nf,Person
l68589,Royville,Npx,Institution
l68645,Rubercourtois,Nm,Person
l68646,Rubercourtoise,Nf,Person
l68664,Rucquevillais,Nm,Person
l68665,Rucquevillaise,Nf,Person
l68666,Rucqueville,Npx,Institution
l68674,Rue,Npx,Institution
l68700,Ruffey-le-Château,Npx,Institution
l68738,Ruisseauville,Npx,Institution
l68756,Rumaucourt,Npx,Institution
l68819,Rurange-lès-Thionville,Npx,Institution
l68827,Russe,Nf,Artifact;Communication;Plant
l68898,Réalville,Npx,Institution
l68899,Réalvillois,Nm,Person
l68900,Réalvilloise,Nf,Person
l68911,Réauville,Npx,Institution
l68912,Réauvilloise,Nf,Person
l68918,Réchicourt-le-Château,Npx,Institution
l68919,Réchicourtois,Nm,Person
l68920,Réchicourtoise,Nf,Person
l68924,Réclainville,Npx,Institution
l68925,Réclainvillois,Nm,Person
l68926,Réclainvilloise,Nf,Person
l68927,Réclonville,Npx,Institution
l68928,Réclonvillois,Nm,Person
l68929,Réclonvilloise,Nf,Person
l68932,Récourtois,Nm,Person
l68933,Récourtoise,Nf,Person
l68954,Région,Nf,Body;Institution;PartxObject
l69017,Rémécourtois,Nm,Person
l69018,Rémécourtoise,Nf,Person
l69020,Réméréville,Npx,Institution
l69021,Rémérévillois,Nm,Person
l69022,Rémérévilloise,Nf,Person
l69055,Réthoville,Npx,Institution
l69065,Révillais,Nm,Person
l69066,Révillaise,Nf,Person
l69067,Réville,Npx,Institution
l69094,SAMU,Nm,Institution
l69097,SAPE,Nf,Act;Artifact
l69121,SDF,Nm,Person
l69129,SEL,Nm,Attribute;Food;Substance
l69312,Sacquenvillais,Nm,Person
l69313,Sacquenvillaise,Nf,Person
l69314,Sacquenville,Npx,Institution
l69332,Sade,Npx,Person
l69363,Sagittaire,Nf,Person
l69405,Sail-les-Bains,Npx,Institution
l69406,Sail-sous-Couzan,Npx,Institution
l69432,Sailly-Flibeaucourt,Npx,Institution
l69461,Sainnevillais,Nm,Person
l69462,Sainnevillaise,Nf,Person
l69463,Sainneville,Npx,Institution
l69514,Saint-Affrique-les-Montagnes,Npx,Institution
l69566,Saint-Alban-les-Eaux,Npx,Institution
l69609,Saint-Amand-les-Eaux,Npx,Institution
l69708,Saint-André-les-Alpes,Npx,Institution
l69709,Saint-André-les-Vergers,Npx,Institution
l69729,Saint-Andéol-le-Château,Npx,Institution
l69819,Saint-Aubin-Celloville,Npx,Institution
l69827,Saint-Aubin-d'Ecrosville,Npx,Institution
l69863,Saint-Aubin-les-Forges,Npx,Institution
l69865,Saint-Aubin-sous-Erquery,Npx,Institution
l70043,Saint-Bonnet-le-Château,Npx,Institution
l70071,Saint-Brevin-les-Pins,Npx,Institution
l70076,Saint-Brice-sous-Forêt,Npx,Institution
l70094,Saint-Bruno-de-Montarville,Npx,Institution
l70112,Saint-Bômer-les-Forges,Npx,Institution
l70166,Saint-Charles-Borromée,Npx,Institution
l70167,Saint-Charles-Garnier,Npx,Institution
l70168,Saint-Charles-de-Bellechasse,Npx,Institution
l70169,Saint-Charles-de-Bourget,Npx,Institution
l70170,Saint-Charles-de-Limoilou,Npx,Institution
l70171,Saint-Charles-de-Percy,Npx,Institution
l70241,Saint-Cierge-sous-le-Cheylard,Npx,Institution
l70248,Saint-Ciers-du-Taillon,Npx,Institution
l70279,Saint-Clair-sur-les-Monts,Npx,Institution
l70301,Saint-Clément-de-Tourville,Npx,Institution
l70306,Saint-Clément-les-Places,Npx,Institution
l70384,Saint-Crépin-Ibouvillers,Npx,Institution
l70424,Saint-Cyr-les-Champagnes,Npx,Institution
l70425,Saint-Cyr-les-Colons,Npx,Institution
l70426,Saint-Cyr-sous-Dourdan,Npx,Institution
l70432,Saint-Cyrien,Nm,Person
l70511,Saint-Denis-les-Ponts,Npx,Institution
l70548,Saint-Didier-sous-Ecouves,Npx,Institution
l70549,Saint-Didier-sous-Riverie,Npx,Institution
l70625,Saint-Eloy-les-Mines,Npx,Institution
l70690,Saint-Etienne-les-Orgues,Npx,Institution
l70692,Saint-Etienne-sous-Barbuise,Npx,Institution
l70720,Saint-Exupéry-les-Roches,Npx,Institution
l70744,Saint-Ferréol-les-Neiges,Npx,Institution
l70939,Saint-Genis-les-Ollières,Npx,Institution
l70964,Saint-Genès-de-Castillon,Npx,Institution
l70992,Saint-Georges-de-Clarenceville,Npx,Institution
l71024,Saint-Georges-les-Bains,Npx,Institution
l71025,Saint-Georges-les-Landes,Npx,Institution
l71111,Saint-Germain-la-Ville,Npx,Institution
l71118,Saint-Germain-les-Belles,Npx,Institution
l71122,Saint-Germain-sous-Cailly,Npx,Institution
l71123,Saint-Germain-sous-Doue,Npx,Institution
l71171,Saint-Gervais-les-Bains,Npx,Institution
l71172,Saint-Gervais-les-Trois-Clocher,Npx,Institution
l71199,Saint-Gilles-Croix-de-Vie,Npx,Institution
l71200,Saint-Gilles-Pligeaux,Npx,Institution
l71201,Saint-Gilles-Vieux-Marché,Npx,Institution
l71202,Saint-Gilles-de-Crétot,Npx,Institution
l71203,Saint-Gilles-de-la-Neuville,Npx,Institution
l71204,Saint-Gilles-des-Marais,Npx,Institution
l71205,Saint-Gilles-du-Mené,Npx,Institution
l71206,Saint-Gilles-les-Bois,Npx,Institution
l71359,Saint-Hilaire-les-Andrésis,Npx,Institution
l71360,Saint-Hilaire-les-Courbes,Npx,Institution
l71361,Saint-Hilaire-les-Monges,Npx,Institution
l71396,Saint-Honoré-les-Bains,Npx,Institution
l71424,Saint-Illiers-la-Ville,Npx,Institution
l71465,Saint-Jacut-les-Pins,Npx,Institution
l71526,Saint-Jean-de-Belleville,Npx,Institution
l71543,Saint-Jean-de-Folleville,Npx,Institution
l71545,Saint-Jean-de-Gonville,Npx,Institution
l71583,Saint-Jean-de-la-Neuville,Npx,Institution
l71614,Saint-Jean-les-Deux-Jumeaux,Npx,Institution
l71699,Saint-Juire-Champgillon,Npx,Institution
l71750,Saint-Julien-les-Rosiers,Npx,Institution
l71908,Saint-Laurent-les-Bains,Npx,Institution
l71909,Saint-Laurent-les-Tours,Npx,Institution
l71951,Saint-Lon-les-Mines,Npx,Institution
l72054,Saint-Léger-les-Vignes,Npx,Institution
l72057,Saint-Léger-sous-Beuvray,Npx,Institution
l72058,Saint-Léger-sous-Cholet,Npx,Institution
l72097,Saint-Lô-d'Ourville,Npx,Institution
l72105,Saint-Maclou-de-Folleville,Npx,Institution
l72111,Saint-Magne-de-Castillon,Npx,Institution
l72223,Saint-Mars-sous-Ballon,Npx,Institution
l72272,Saint-Martin-Osmonville,Npx,Institution
l72290,Saint-Martin-d'Audouville,Npx,Institution
l72301,Saint-Martin-de-Belleville,Npx,Institution
l72305,Saint-Martin-de-Boscherville,Npx,Institution
l72309,Saint-Martin-de-Castillon,Npx,Institution
l72334,Saint-Martin-de-Varreville,Npx,Institution
l72386,Saint-Martin-les-Eaux,Npx,Institution
l72387,Saint-Martin-sous-Montaigu,Npx,Institution
l72390,Saint-Martin-sur-Ecaillon,Npx,Institution
l72515,Saint-Merd-les-Oussines,Npx,Institution
l72563,Saint-Michel-sous-Bois,Npx,Institution
l72590,Saint-Mitre-les-Remparts,Npx,Institution
l72604,Saint-Morillon,Npx,Institution
l72646,Saint-Même-les-Carrières,Npx,Institution
l72671,Saint-Nazaire-les-Eymes,Npx,Institution
l72718,Saint-Nizier-sous-Charlieu,Npx,Institution
l72745,Saint-Orens-de-Gameville,Npx,Institution
l72759,Saint-Ouen-de-Thouberville,Npx,Institution
l72773,Saint-Ouen-les-Champs,Npx,Institution
l72774,Saint-Ouen-les-Vignes,Npx,Institution
l72776,Saint-Ouen-sous-Bailly,Npx,Institution
l72830,Saint-Pantaléon-les-Vignes,Npx,Institution
l72920,Saint-Paul-en-Cornillon,Npx,Institution
l72928,Saint-Paul-les-Fonts,Npx,Institution
l73024,Saint-Pierre-Bénouville,Npx,Institution
l73065,Saint-Pierre-de-Manneville,Npx,Institution
l73076,Saint-Pierre-de-Varengeville,Npx,Institution
l73119,Saint-Pierre-les-Becquets,Npx,Institution
l73120,Saint-Pierre-les-Bois,Npx,Institution
l73121,Saint-Pierre-les-Calais,Npx,Institution
l73122,Saint-Pierre-les-Etieux,Npx,Institution
l73133,Saint-Pierreville,Npx,Institution
l73134,Saint-Pierrevillois,Nm,Person
l73135,Saint-Pierrevilloise,Nf,Person
l73199,Saint-Priest-les-Fougères,Npx,Institution
l73240,Saint-Père,Nm,Person
l73290,Saint-Quentin-les-Anges,Npx,Institution
l73291,Saint-Quentin-les-Chardonnets,Npx,Institution
l73292,Saint-Quentin-les-Marais,Npx,Institution
l73323,Saint-Remillon,Nm,Institution
l73334,Saint-Remy-sous-Broyes,Npx,Institution
l73531,Saint-Sauveur-d'Emalleville,Npx,Institution
l73592,Saint-Senier-sous-Avranches,Npx,Institution
l73623,Saint-Sever-de-Rustan,Npx,Institution
l73689,Saint-Sulpice-de-Grimbouville,Npx,Institution
l73701,Saint-Sulpice-les-Champs,Npx,Institution
l73736,Saint-Symphorien-le-Château,Npx,Institution
l73782,Saint-Thomas-de-Pierreville,Npx,Institution
l73825,Saint-Trojan-les-Bains,Npx,Institution
l73860,Saint-Vaast-d'Equiqueville,Npx,Institution
l73861,Saint-Vaast-d'Équiqueville,Npx,Institution
l73915,Saint-Victor-de-Chrétienville,Npx,Institution
l73933,Saint-Vigor-d'Ymonville,Npx,Institution
l73965,Saint-Vincent-et-les-Grenadines,Npx,Institution
l74033,Saint-Yrieix-les-Bois,Npx,Institution
l74151,Sainte-Brigide-d’Iberville,Npx,Institution
l74209,Sainte-Cécile-les-Vignes,Npx,Institution
l74286,Sainte-Hélène-Bondeville,Npx,Institution
l74288,Sainte-Hélène-de-Breakeyville,Npx,Institution
l74339,Sainte-Marguerite-sur-Fauville,Npx,Institution
l74511,Sainvillais,Nm,Person
l74512,Sainvillaise,Nf,Person
l74513,Sainville,Npx,Institution
l74666,Salins-les-Bains,Npx,Institution
l74667,Salins-les-Thermes,Npx,Institution
l74713,Salles-Arbuissonnas-en-Beaujolais,Npx,Institution
l74714,Salles-Courbatiès,Npx,Institution
l74715,Salles-Curan,Npx,Institution
l74716,Salles-Lavalette,Npx,Institution
l74717,Salles-Sourçois,Nm,Institution
l74718,Salles-Sourçoise,Nf,Institution
l74719,Salles-d'Angles,Npx,Institution
l74720,Salles-d'Armagnac,Npx,Institution
l74721,Salles-d'Aude,Npx,Institution
l74722,Salles-de-Belvès,Npx,Institution
l74723,Salles-et-Pratviel,Npx,Institution
l74724,Salles-la-Source,Npx,Institution
l74725,Salles-sous-Bois,Npx,Institution
l74726,Salles-sur-Garonne,Npx,Institution
l74727,Salles-sur-Mer,Npx,Institution
l74728,Salles-sur-l'Hers,Npx,Institution
l74742,Sallèles-Cabardès,Npx,Institution
l74743,Sallèles-d'Aude,Npx,Institution
l74768,Salomé,Npf,Person
l74796,Salses-le-Château,Npx,Institution
l74895,Sambreville,Npx,Institution
l74896,Sambrevillois,Nm,Person
l74897,Sambrevilloise,Nf,Person
l75030,Sancheville,Npx,Institution
l75031,Sanchevillois,Nm,Person
l75032,Sanchevilloise,Nf,Person
l75043,Sancourtois,Nm,Person
l75044,Sancourtoise,Nf,Person
l75056,Sancy-les-Cheminots,Npx,Institution
l75065,Sandarville,Npx,Institution
l75066,Sandarvillois,Nm,Person
l75067,Sandarvilloise,Nf,Person
l75068,Sandaucourt,Npx,Institution
l75078,Sandouvillais,Nm,Person
l75079,Sandouvillaise,Nf,Person
l75080,Sandouville,Npx,Institution
l75084,Sandrine,Npf,Person
l75127,Sannervillais,Nm,Person
l75128,Sannervillaise,Nf,Person
l75129,Sannerville,Npx,Institution
l75234,Saoudien,Nm,Person
l75248,Sapignicourtois,Nm,Person
l75249,Sapignicourtoise,Nf,Person
l75336,Sarko,Npm,Person
l75339,Sarkozy,Npm,Person
l75385,Sarrasin,Nm,Food;Person;Plant
l75386,Sarrasine,Nf,Artifact
l75479,Sartrouville,Npx,Institution
l75480,Sartrouvillois,Nm,Person
l75481,Sartrouvilloise,Nf,Person
l75512,Sassevillais,Nm,Person
l75513,Sassevillaise,Nf,Person
l75514,Sasseville,Npx,Institution
l75541,Satyre,Nm,Person
l75562,Saucisse,Nf,Food;Person
l75657,Saulx-les-Chartreux,Npx,Institution
l75706,Sauquevillais,Nm,Person
l75707,Sauquevillaise,Nf,Person
l75708,Sauqueville,Npx,Institution
l75737,Sausset-les-Pins,Npx,Institution
l75780,Sauvageonne,Nf,Person
l75839,Sauvigny-les-Bois,Npx,Institution
l75840,Sauville,Npx,Institution
l75841,Sauvillois,Nm,Person
l75842,Sauvilloise,Nf,Person
l75920,Savignac-les-Eglises,Npx,Institution
l75921,Savignac-les-Ormeaux,Npx,Institution
l75950,Savigny-sous-Faye,Npx,Institution
l75961,Savigné-sous-le-Lude,Npx,Institution
l76081,Schefferville,Npx,Institution
l76082,Scheffervillois,Nm,Person
l76212,Scorpion,Nf,Person
l76249,Seboncourtois,Nm,Person
l76250,Seboncourtoise,Nf,Person
l76261,Secondaire,Nm,Cognition;Time
l76265,Secquevillais,Nm,Person
l76266,Secquevillaise,Nf,Person
l76362,Selles,Npx,Institution
l76363,Selles-Saint-Denis,Npx,Institution
l76364,Selles-sur-Cher,Npx,Institution
l76375,Seloncourtois,Nm,Person
l76376,Seloncourtoise,Nf,Person
l76443,Semécourtois,Nm,Person
l76444,Semécourtoise,Nf,Person
l76507,Sennevillais,Nm,Person
l76508,Sennevillaise,Nf,Person
l76527,Senoncourtois,Nm,Person
l76528,Senoncourtoise,Nf,Person
l76629,Septèmes-les-Vallons,Npx,Institution
l76643,Seraincourt,Npx,Institution
l76644,Seraincourtois,Nm,Person
l76645,Seraincourtoise,Nf,Person
l76655,Seraucourtois,Nm,Person
l76656,Seraucourtoise,Nf,Person
l76664,Serbe,Nf,Communication;Person
l76702,Sermaize-les-Bains,Npx,Institution
l76764,Serre-les-Sapins,Npx,Institution
l76800,Serrouville,Npx,Institution
l76801,Serrouvillois,Nm,Person
l76802,Serrouvilloise,Nf,Person
l76824,Servavillais,Nm,Person
l76825,Servavillaise,Nf,Person
l76826,Servaville-Salmonville,Npx,Institution
l76847,Serville,Npx,Institution
l76848,Servillois,Nm,Person
l76849,Servilloise,Nf,Person
l76857,Servières-le-Château,Npx,Institution
l76932,Sexey-les-Bois,Npx,Institution
l77031,Siamois,Nm,Animal;Communication;Person
l77042,Sibiville,Npx,Institution
l77067,Sidevillais,Nm,Person
l77068,Sidevillaise,Nf,Person
l77069,Sideville,Npx,Institution
l77076,Sidonie,Npf,Person
l77087,Sierck-les-Bains,Npx,Institution
l77102,Siervillais,Nm,Person
l77103,Siervillaise,Nf,Person
l77104,Sierville,Npx,Institution
l77149,Signéville,Npx,Institution
l77150,Signévillois,Nm,Person
l77151,Signévilloise,Nf,Person
l77236,Simencourtois,Nm,Person
l77237,Simencourtoise,Nf,Person
l77252,Simone,Npf,Person
l77254,Simonette,Npf,Person
l77303,Sion-les-Mines,Npx,Institution
